34.42, -13.457, 42.928
34.489, -13.53, 42.631
34.556, -13.603, 42.332
34.623, -13.678, 42.031
34.689, -13.753, 41.728
34.754, -13.829, 41.422
34.819, -13.905, 41.115
34.882, -13.983, 40.804
34.944, -14.061, 40.492
35.005, -14.14, 40.177
35.065, -14.22, 39.86
35.124, -14.301, 39.54
35.182, -14.382, 39.217
35.239, -14.465, 38.892
35.295, -14.547, 38.564
35.35, -14.631, 38.234
35.404, -14.715, 37.9
35.458, -14.8, 37.563
35.51, -14.885, 37.224
35.562, -14.97, 36.881
35.613, -15.056, 36.535
35.664, -15.142, 36.186
35.714, -15.229, 35.833
35.764, -15.316, 35.477
35.813, -15.403, 35.117
35.862, -15.49, 34.754
35.911, -15.577, 34.386
35.96, -15.664, 34.015
36.009, -15.751, 33.639
36.058, -15.838, 33.26
36.107, -15.926, 32.876
36.156, -16.013, 32.487
36.206, -16.1, 32.094
36.255, -16.186, 31.696
36.305, -16.273, 31.292
36.355, -16.36, 30.884
36.406, -16.446, 30.47
36.457, -16.532, 30.05
36.508, -16.618, 29.624
36.56, -16.704, 29.193
36.612, -16.789, 28.754
36.664, -16.874, 28.309
36.717, -16.959, 27.857
36.77, -17.044, 27.397
36.823, -17.128, 26.93
36.877, -17.212, 26.454
36.932, -17.296, 25.969
36.986, -17.38, 25.476
37.042, -17.464, 24.972
37.097, -17.547, 24.458
37.153, -17.63, 23.933
37.209, -17.712, 23.397
37.266, -17.795, 22.847
37.323, -17.877, 22.285
37.38, -17.959, 21.707
37.438, -18.041, 21.114
37.496, -18.122, 20.504
37.554, -18.203, 19.875
37.613, -18.284, 19.225
37.672, -18.365, 18.553
37.731, -18.445, 17.855
37.791, -18.526, 17.129
37.851, -18.606, 16.371
37.911, -18.686, 15.576
37.971, -18.765, 14.738
38.032, -18.845, 13.849
38.093, -18.924, 12.9
38.154, -19.003, 11.875
38.216, -19.082, 10.752
38.278, -19.161, 9.498
38.34, -19.239, 8.05
38.402, -19.317, 6.278
38.464, -19.395, 3.743
38.499, -19.438, 0
38.499, -19.438, 0
51.031, -35.025, 0
endData
127
63
200
34.42, -13.457, 35.979, -15.093, 35.863, -16.165, 38.499, -19.438
#PATH.JERRYIO-DATA {"appVersion":"0.8.3","format":"LemLib v0.5","gc":{"robotWidth":13,"robotHeight":23.14,"robotIsHolonomic":false,"showRobot":true,"uol":2.54,"pointDensity":0.1,"controlMagnetDistance":1.968503937007874,"fieldImage":{"displayName":"IME 100","signature":"27ac2e42416e4bb399bc48095cc11af14ec6cf0937eac5a89a72920df7932c17","origin":{"heightInMM":2362.2,"__type":"local"}},"coordinateSystem":"Cartesian Plane"},"paths":[{"segments":[{"controls":[{"uid":"aLyFWb2Df8","x":34.42,"y":-13.457,"lock":false,"visible":true,"heading":135.5,"__type":"end-point"},{"uid":"vVTZRIg7Z0","x":35.97862256518905,"y":-15.09321711636101,"lock":false,"visible":true,"__type":"control"},{"uid":"UpvtU7tFVy","x":35.86275204115526,"y":-16.165019463673566,"lock":false,"visible":true,"__type":"control"},{"uid":"HzTsE43q0L","x":38.49880646292397,"y":-19.43836176762811,"lock":false,"visible":true,"heading":142.8,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"OtuZ8uxMAY"}],"pc":{"speedLimit":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":127,"label":"127"},"step":1,"from":0,"to":63},"bentRateApplicableRange":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":1,"label":"1"},"step":0.001,"from":0,"to":0.265},"maxDecelerationRate":127},"name":"Path","uid":"w1SXyTtgwO","lock":false,"visible":true}]}
